mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	slur
1	1	1	1	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	0				
1	1	2	2	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	1				
1	1	3	3	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	2				
1	1	7/2	7/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	3				
1	1	1	1	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	4				
1	1	2	2	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	5				
1	1	3	3	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/8	6		
1	1	3	3	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	6				
1	1	7/2	7/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	7				
2	2	4	4	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	8				
2	2	5	5	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	9				
2	2	6	6	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	10				
2	2	4	4	0.0	0	0	FiguredBass	4/4	2	1	0				1/4	6	4	
2	2	4	4	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	11				
2	2	5	5	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/4	5	#	
2	2	5	5	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	12				
2	2	6	6	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	13				
3	3	9	9	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	14				
3	3	10	10	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	15				
3	3	11	11	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	16				
3	3	9	9	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	17				
3	3	10	10	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	18				
3	3	11	11	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/4	7		
3	3	11	11	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	19				
4	4	12	12	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	20				
4	4	13	13	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	21				
4	4	14	14	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	22				0
4	4	31/2	31/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	23				
4	4	12	12	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	24				
4	4	13	13	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	25				
4	4	27/2	27/2	0.0	3/8	3/8	FiguredBass	4/4	2	1	0				1/8	_		
4	4	27/2	27/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	26				
4	4	14	14	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/4	7		
4	4	14	14	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	27				
4	4	15	15	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/4	4	3	
5	5	16	16	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	28				
5	5	19	19	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	29				
5	5	16	16	0.0	0	0	FiguredBass	4/4	2	1	0				1/2	#		
5	5	16	16	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	30				
5	5	19	19	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/4	5		
